accuracy,roc_auc,average_precision,precision,recall,f1,model,time_s
0.8498702983138781,0.5086397208787967,0.15279759061083492,0.0,0.0,0.0,CatBoost_Clf,21.49916172027588
0.8437094682230869,0.4965097488881546,0.15050464468535446,0.12,0.0064794816414686825,0.012295081967213115,XGB_Clf,0.6564362049102783
0.8485732814526589,0.4900368596227678,0.14815928661125888,0.0,0.0,0.0,LGBM_Clf,0.6233062744140625
0.8498702983138781,0.4793003511264311,0.14570264153570783,0.0,0.0,0.0,RF_Clf,3.3210675716400146
0.8498702983138781,0.4789517792411021,0.14524308377584658,0.0,0.0,0.0,Stacking_Clf,37.66808366775513
