Model,RMSE,MAE,R2
XKB_Reg,10.628006990720662,8.452612042416359,0.6228792202654128
LGBM_Reg,10.17475532717373,8.07752138835472,0.6543594007867437
CatBoost_Reg,10.214690932449606,8.129976702680757,0.6516408183757186
